tweet,sentiment
Gopalapuram veetla kundi kaluvi vitutu iruka kothadima   Olunga kaluvi Vidu illada kallalaye adichu ooda vitruvaanuga,negative
Oh ho   ungammavoda koo va kilichadhu neethana   Gopalapuram veetla unnapathi complaint pannitu iruka  Nee evlo avasara pattalum ungamma late ah thanda varuva  Naa dhan sonnala  ava Gopalapuram veetla kundi kaluvuradhula busy ah irukanu  Wait pannu night uh varuva,negative
Yoww   nee ajith fan ah Rajini fan ah    mentalans maari pesitttu iruka,negative
Alien     Enna magane olaritu iruka,negative
Devil    Anathama poi palvadi la poi alunga da dummy piece thayoligala    beast varisu nu soothadi vangide ungaluku monna punda pechu vera   pee moola iruka payaluga polampuga da nala,negative
Watha ET Trailer Views Song views lam Pota oru Kulla Naainga Kuda Uyiroda Iruka Mattinga,negative
vohra Innumada nambitu Iruka,negative
Off  Ama sollitaru          unga skin enna steel ah senchuvachu  iruka    naanga thirumpa  adichalum ungaluku pazhuthukum,negative
amalapaul  Dusky Amala   ennama iruka dusky katta,negative
inthankena koothi twitter vittu poita naadu azhingiruma  enna twitter ivanala tha iruka pola   iva twitter irukarathukum DMK ethuku aaampidu irukanunga  kiruku koovainga,negative
Enada ithu Saamiya iruka getup ah comali show la vachu  cookwithcomaliseason  No comparison required on the original   But ithu theva ilatha aani again from Vijay tv shit,negative
Olunga paaru Unga amma THa Unga v la iruku amma va pannura alavuku gaaji la iruka,negative
Ponnu iruka va,negative
Nan inga dan irukan andha moodevi vara mata d whatsapp la dan active ah iruka anga vena gc create pannu,negative
manoj  Ora sombu mayama Iruka pola Manoj,negative
Setha kiliku koondu edhuku da potta  Gopinath ngra pera oombinath vachuko  Eana already nee Gopalapuram veetla athana pannitu iruka,negative
pulikesi     Adapavigala  Nallavey iruka matanunga,negative
Ivala la patha iva la paka theva ila   paru paka   mari Iruka ga,negative
Tweets  Athu iruntha nee yen Ajith ku fan ah iruka pora,negative
Athey tha nanu kekuran    peru maari iruka Unga appan maari illa ithula oru Kelvi Nu thukkitu vara Unga appan ta Unga aatha ta intha Kelvi ketta eppadi iruku nalaiku unnakey mrg agala apo ippadi ketta unnaku eppadi irukj,negative
Enga iruka korangu,negative
They removed this promo will remove this content for sure tomo  Adei namma tamil sentiments mathri avangalukum Antha sentiments iruka da  even rishabhshetty denied to do this during interviews Cringe ku use panitu irukanunga Cringe guy Pugazh  CookuWithComaliSeason  Kantara,negative
Raguram Nee solradha yaaru kekaranu twitter la oppari vachuttu iruka dance master   Nee evankooda searndha engaluku enna,negative
Vetrimaran poola poitiya da     tc vaathi ungoppan vetrimaran ah eduthan   intha oolaiye pudichi inum oompitu iruka  vera ethachum eduthutu vanthu en zip ku vaai vai en poola un vaai ulla vitu aaturan,negative
Jathu Unga kita irukadhadha na engakitalam iruka pothu,negative
Off Inga iruka poruki thinra Ella trackers naingalukkum soru pottu valakira periya nai vijaynrathu unakku theriyala pathiya,negative
BALA   Yaara nee Mutta bunda Maari Pesitu Iruka  Avan Avanuku Ethu Pudichi Iruko Atha Than Vilayduvanga Loosu Bunda Maari Pesitu Iruka,negative
Adei madaiya kooli velai ku Vara vadakkan's elaarum   madam kalichu unnoda akka thangachi chai ah parichi kola panitu jolly ah Avan oru ku poi settle aagiduranga   Ni muttu koduthutuu iruka   sangiSpotted,negative
dmk  Pacha sangi ipo atchi la yaru iruka  TASMAC ellam mudiyacha  Kothuadimai Vella nalla pakura,negative
nan Kadariey saavuda jaari veri tayoli   Eppadiey kadari kadari seeman ku suttu nakkitu iruka vendiyatu taa,negative
Ipo problem illa macha     Athaan ne iruka     x machi irukaan    Alien    intha chinna koothiyan irukaan   onum problem illa,negative
k Dai Ara mental enga post la nan pannalam da nee than sanghi dalda dappa veiche ketu Inga suthitu iruka  Enna annamalai jiii product Vera level mutta piece ha iruku,negative
Cruise off   Oho  Ada dei love naa ivlo public ah iruka koodaathu privacy varaikum kaatitu  Ivan handle la nerayaa ponunga photo iruku poi paaru,negative
Adei padma inu oditi iruku nu katuna  ni etho rohini ah vachu pesitu iruka   matutavani boys    th day le leading agi mothama gali agi inu comments epdi ya paniriga   vekam ila  next film ku promotion ah,negative
Aprm s  pakkamaiya s  papanga ennada mutta thanama pesitu iruka,negative
dmk Dei kothadimai Naya manasache ilama pesatha    ne tha atchi iruka enga raththu panu parom    mudiyathu ila,negative
Rajini vijay mutual evanum iruka mattan,negative
Un vaaila rubber vechutu iruka pesama oombitu irundhiya ajith madhiri eh irukinga potta aatam,negative
expiry   Adiyae AK thatha innum ha da usiroda iruka neeyalam,negative
Avanum adhe dhan vara maatan vandhalum effective ah iruka matan,negative
Arumaiyana uruttu   antha report varadum athukutha nangalum waiting   unga munchula kariya poosa    orediya polampiday iruka kudathu,negative
Dei loosu Anga Brahmins irunthanganu than solren   avarum athan ketaru   loosu mathiri pesitu iruka,negative
Ne enna maithuku arasiyala iruka ne panu,negative
Nee innum irukumbodhu naanga iruka enna,negative
Off  Nee ipdi la sonna mattum sottayana polakaama iruka poradhu ila  Jailer varatum  aprom dhan main adiye iruku,negative
Ellam pics la iruka date paatha theriyum  ni oru agmark aamai nu  Leo,negative
Unaku family la iruka,negative
ABISHTU D Ku Kunju Iruka,negative
nerdy   Dei echa   Thaalvu thailee   Pesran paaru pechu   Silra koodhi nu nee pesradhulaye teridhu   Una ellam vechiruka vendiya edathula crct ah vechirukanum   Adhan aditu iruka   Konjam poru,negative
Iva epdi iruka pachiya solunga,negative
Twitzz  Twitzzzzz  Unaaa apadi sumaa iruka vituduvomaa naanga ingaa vaa d unaku iruku,negative
Yow ne ennaya vanmatha kakkitu iruka unaku pudicha nadigar ra kondadu ya   en innum ipadi irukinga,negative
VK     azeem  Eppa nenga than fame pitchai edu ka vanthu tu Inga ollaritu iruka  Fame pitcahi eduthu thu Unga azeem fans than pa,negative
expiry   Nee poranthathu vera oru pundai ku unga anna vijay poranthu oorula ellarum othu thaaa potanthaan unga appan ulagathula iruku ellarum othathu la poranthaaa nee unga amma va othu un thambi poranthaa un thangachi sevvai kerakathula iruka aliens porathaaa da ulaga thevidiya family,negative
SK  Yow summa iruya already kaalailaye ippadi tweet pannaa  ippo nee vera ippadi pannitutu iruka,negative
offl Yow epdiya mayonnaise pidikama oru piravi iruka mudiyum Naan hotel ponaley mayo enga unlimited nu pathu dhan povaney,negative
Mutta pasangala  Reincarnation  concept iruntha athu Mahadheera va      Apa love concept iruka padam ellam Alaipayuthey va  Story and screenplay matters  Setha anathaama kedanga da clownu kyooties,negative
Innaiki match fullave TeamIndia oda fielding romba mosama iruku     st innings mudichitu dressing room la enna pesuvanga    especially Semi Finala iruka appo  staraikelungal starsportstamil,negative
VK   azeem  Innum ha da bb content hae urritu iruka eppa nenga romba danger pola,negative
VK  azeem  Unagala mathri fame pitchai eduka mattom da dalda dappi  Iruka fame hae pothum  Meikura thu eruma ithula enna perumai unaku,negative
moodi tu iruka pondati ni deserve panle da   pilla,negative
RockySk Road la poravan ta vangi kudichu kudichu munnadi pregnant ara alavuku veengi iruku pola seri seri Gundu koothiyan enamo hit kuduthu nakkuna maari inga vandhu nakkitu iruka,negative
kmr   VK  azeem  Yaru da ambi gif la viku kanniyan veshathula iruka madrilay iruko,negative
RockySk Tamilnadu thanduna yaru nu teriyathavan la tier list laye iruka matan daaa Pesama dalaya bike vlog panna sollu intha vayasu athu mattum tha mudiyum gundu pundaiku,negative
Deii boomer kulla proof proof nu pesura nee unga appa amma ku tha poranthanu prooof iruka thailleeee,negative
RockySk Arivu ketta punda pesa teriyama CP panitu suthitu iruka chiii odi poda punda mavane,negative
azeem   Aprm yaen da en tweet la kadhirutu iruka lusu vittu poga vendiyathan hae,negative
muzhu chandramukhi ya maari iruka nama Rajesh ah parunga,negative
avi nash   kitty Appo nee edhuku vro iruka,negative
Nee ean kothadima oppari vachuttu iruka   Adhu avanga katchi oda personal matter,negative
Nee eanda oppari vachuttu iruka kothadima   Adhu avanga personal matter,negative
Maharaja Ne inum polaya  kolaichutey iruka biscuit venuma,negative
surya    Tweets  Enada Sound Matum Kekudhu Aala Kaanum Anil Punda Dai Enga Iruka,negative
rg  Athu epdi da katchi la iruka ellarume ivlo thathi ah irukinga varalaru kooda teriyama first poi athelam terinjutu vandhu aprm     rs ku naaka thonga potu thiringa ipdi,negative
tweetz WWE paakran pola avlo vettiyavaa da iruka,negative
Bro brain la iruka vungaluku  Nethu chila release aagiruku so list la iruku  Athum views la patha eangala vida kammi ah tha irukum  Chuma vai eaduthu vanthuruvia bro  Paithiyama Ivan ngra feel tha varuthu vuna paatha Leo,negative
Unga fans in quotes ' adhu Ajith ah sonaru ' Neenga ' Suriya nu sandhegam '  Yaarra vena irukatum   aana athu vijay ah Iruka kudathu   ipdidhan Iruku neenga pandrathu,negative
Nenga indha poster la mention panni iruka endha theater la yum booking open avala and movie podala    Total ah chennai full ah   show dhan pottu iruknaga     what's the issue    Ivalo mosama release na pathadthu Ila     Thugs,negative
Graham potter   En magic iruka bayamen adutha stop ICU ward thaan,negative
Maharaja Ne dha da vandhu kadharitu iruka Inga mental thayili   yen ipdi kadharura,negative
Emarurathuku makkal iruka varaikum pori namathu pogathu,negative
Thevdiya payale  Link kaami da  Nee claim panrathuku proof iruka daa naaye,negative
Modhala unaku neyavagam iruka ne yaru nu,negative
Praveen   ithulam yaaru soldranu paatha  pathu thala oompu thala nu D fans kita poola oompitu iruka sombhu koothiyan fan oru poolum aatala ivanunga D ku competitor nu ooru fulla oompitu varanga ootha oru record mairum kedaiyathu keta D ku competitor nu D fans poola oompa vendiyathu,negative
Dei sunni   fan punda ilama thana thunivu la serupadi vangitu ukanthu iruka  inu vekam ilama pesitu irukan   naga le compare panrathu ila   Vodafone dog mari pinadi varathu mudevj,negative
Enna da olari kettu iruka beak uh koothi badey olunga pesuda       Son of gun chuthiya  Punda,negative
perk Varalaya nee paatha   Vandharajavadhan varuven padathuku banner la iruka simbu fans kuda varalaye,negative
Tire   irunthutu vijay ah oomba vara pun   po dhanush sk soothaduchutu iruka unakku avana beat pannu po,negative
Crct rmba kaduppa iruka,negative
offl Yovv ennaya ore gaaji ah tweet potuttu iruka,negative
FZ  expiry    offl   Piyaan ah seruppala adichathe Avan than  aana kuda Avanunga thayavu illama pozhappu ota mudiyathu nu vekkame illama avanuku madaki pudichi mmbitu Iruka,negative
Unaku manam rosam iruka,negative
Morattu reverse jinx potutu iruka polaye,negative
Ithey app la suthitu iruka,negative
aang   Yennaya pikkali thanama pesitu iruka pikkali thanama,negative
Answer iruka   Duplicate certificate dei  k   Sombu thuki    BJP,negative
Space podra Idea iruka da Junni,negative
Lusu munda Move on aanalum enaku puducha actress photola simp panna dm pannitu iruka     Ivala epudra kandukama vitta  lusu koodhi dinesha nee,negative
Prince   Ni than da enaku mmbi vitutu iruka tata salt mavane,negative
Sari athuku ya thalaivar ah side la pottu iruka antha wigmattayana top la pottu vachu iruka,negative
Maharaja  Rajini ku pudicha aalu    kamal mela iruka vanmatha solava venum,negative
Deii kulla inuma da nee muttu kuduthutu iruka   poitu     cr ah adinga da apro intha pakkam varalam,negative
ethuku    Crs nu katharitu iruka,negative
Ila en mandaila ena kena punda nu ezhuthi iruka,negative
Lokesh  Offl Anga ungalala pathi Onnumey sollalaye  aprm yen Rolex nu Umbitu iruka,negative
Next padathu director iruka    Illa  Ambala nu per iruka   Illa  Kuzhandha kuduka vakku iruka illa   Illa  Vijay kuda clash la jeichiya   Sethalum illa  Vaithula Thoppa iruka   Iruku  Killa rubber iruka   Iruku  Apo eluthu Ajith edhukkum vakku illadhavanu eludhu   leo  thunivu,negative
Anna neengha director nu yaaro ungha aaz manasula poondhu nambha vachi iruka Andha idhula paa Ranjith vetrimaran maari selvaraj ku competition Vera,negative
AK   innum official ah yedhuvum varala da Kulla Baadu  Ungala Madhiri Ool lam Vida Theriyadhu  Onnum illadha Kulla Thumaiku idhalam    Kuda Unmai Iruka Vaipilla da,negative
tweetz Neethan mendol maari ipo kaththitu iruka,negative
Offcl    Lokesh Idu paru ungamma   I've Pani sani Mari iruka munji paru ungamma,negative
Ni oru mental   nu prove pannitae iruka,negative
Riya va video calla pathu kaiyadika kunju iruka da unaku avale una mutti setha punda sollita poitu thookula thoongu da  punda,negative
Unaku mattum romba iruka bro     Unnoda tweet la ethanayo half boiled tweet iruku   mothalla namma kannadi munnadi paathu sollitu aduthavanuku advice vengayam ella sollalam bro,negative
Unmaya Sona yen kadharura  Avamanam ah iruka  Orama poi azhu da amai,negative
cr ku proof aamaiku iruka,negative
Gomma kita kelu da  ava than Sottai kooda iruka,negative
tweetz  What a response  Adhu terinja Edhuku Unge kitte vare porange  Ungaluku edhavdhu kalatre vele iruka,negative
Kulla baaduku   cr oompa vakku iruka da   ne ellam oompa vanta,negative
Poi complaint kodu naaya thuppu iruntha Inga vanthu kaathrikittu iruka,negative
Yaara ne  writes  pona jenmathula gay ah perandhu en kunja sappitu irundhaya ena  Un kooda la interact panadhu kooda ila vidama aludhutte iruka,negative
Vazhkaila oru thadava kuda jootha muditu irunthathilla   ini iruka porathum illa,negative
Dei eppa filmfare eh vangiyachu nee ennada    varsham delay la vandhu korai soltu iruka,negative
Pala varusham ah kuppula iruka ninga yenda kuruka varinga,negative
Unna neeye soliko pundamavane negativity spread panitu iruka Kena Kudhi Punda orama Poi Umpu,negative
Ne dha da ivalo Avalo nu Vaai Vittutu Iruka  ne Sollu Aprm Na Soldren,negative
Nalladhu seiyama rendavadhu vaati PM aaki iruka maatanga  neenga nalladhu seiyama dhan ungala rendavadhu vaati aatathukey serthukuradhu illa  finance min serupala adicha madhiri badhil solla start pannadhum soodu vecha madhiri therichu odura gumbaluku pecha paaru,negative
Aadithya  Ne enda mutta kothiya iruka athan da prechana,negative
Ena panra madam DMK Mari sapptu unaviratham iruka num,negative
Thappu panranga bro intha Dhanush  Simbu lam padam nalla kuduthutu atha nalla business panna matranga   ithu romba thappu  Sumara iruka SK movies lam collection aagum pothu ivangalukku lam inna kora,negative
deii unaku arivu iruka illaya da,negative
Ne inumaaaa itha urutitu iruka    yabaaaa ulaga Maga nadipu daw saami,negative
expiry   Oru    ruba thiruttu pona kuda anga Iruka ellam santhega padra moonji ah vechitu nee pesriya da A IdS thevangu    Suriya,negative
Alien      Adiye Anil sotta koothi enaku pesa theriyathunu soldriyedi oore ootha itemku porantha  uh ushhu thevidiya Munda naa sonna varthaya nee soldriyedi apo unaku mattum pesatherithadi thevidiya Munda     nee ennoda entertain di naa free ya iruka timela una opa,negative
Ithuku proof iruka Loosupundai iruntha kattu illana nee oru,negative
Pasanga olukama irukanum nu padam eduka thuppu iruka unaku,negative
Naa deputy manager da Sunni  Anil kuchian nenachaya kotha  En pola pudichi sappu appothavathu arivu punda varum  engineer ahm nee innum oompittu than iruka,negative
evarae photo edupara evarae oru account create panni athula poduvara   ketta yennoda fans yenmela iruka athitha pasathula fan page create panni avarukae theriyama photo eduthu poduraghala   unnaku vantha Ratham  Mathavaghaluku vantha Thagalichuti,negative
strr Ne dha ela aunty number um vachi iruka,negative
Enna takkunu U certified maari suthitu iruka,negative
Adhuku neega Inga iruka yaravadhu nakka kupudanum,negative
MA Fighter   Lokesh Yaara nee daily koovitu iruka,negative
Enna Mr  Thirumavazhavan    akka Kaal la seruppu iruka illiya,negative
TN la SK Beat Panna Vakku Iruka sa Kulla Thuma,negative
SuriyaFC Ivalo place la Kullanuku Strong ah Iruka  Seri Aprm yen Innumum SK Kaaluku Kizha Irukinga,negative
ne en da inu bhoomi ku baarama iruka,negative
Aprm ena pundaiku quote panni iruka  Quote panna unoda tl varum kuda theriyathu thariku anil la irukiya da,negative
ada mada punda   naa Tamil dhan otha      nee dhan bio la Telugu marati nu oombitu iruka,negative
Ungomma soothulaya vro proof iruka ila gunivu maathiri unga dala vada suda poriya,negative
pharmacist   Intha Beauty parlour paradesi mava pakka DMK hatred vachu serupadi vangitu iruka,negative
off Part kertu tu punda idhalaam dhanush Vijay sethupathy laam vaanguna dummy punda padatha  Evanaachu paapana naaruna pundaiku    crore elaam flop pundaiya vachukittu  otha alu nee mattum iruka idha vachukittu indha dummy pundaiya enada pandrathu,negative
Dei kurutu bunda Evan da ipo muttu kuduthathu thapuna thapunu soltu poga poranuga avlothan  Ne dhan animals kunja saptitu iruka,negative
R AK  Ne dhaan da wanted ah vandhu azhudhutu iruka tharkuri,negative
Ant King  India la iruka dogsla etho onu rendu miruga thanama iruntha  Athuku Karanam animal lovers   Seri intha rape murder ku lam manushan pudingiyathu ena     Its an accident it hurts search for solution  Bunda mari pesitu irukatha,negative
twitz  Neengale uyiroda irukumm podhumm naa iruka matenn ahh,negative
Adhu Epdi Oruthanum Kanduka en tweet ah nee matum quote pandra    Uppu Pocket Fulla vachitu iruka polaye,negative
Engayo oru Amala oru pona rape pani kolran  Athuku un sunnya aruthu Vita epdi irukum  Arivu bunda mairu alvula iruka Naaya kaal eduthu adicha athu solution illa violence Dare will you do this to an elephant and wild animals   Don't show your strength to weak people,negative
Indha naai innum kadharittu than iruka bro  Naan oru kelvi ketan badhil illa  Neenga oru kelvi ketinga badhil illa  Rajini sangi nu kathitu odiruvan  Vijay madhiri ye oru impotent pola,negative
Dei  Unaku elam Manasakshi nu onnu iruka da Vikatan mandaiya    Ne ye sollu da ethana naal paendavar katchi kaga ulaichaaar nu    Biggboss  movie shooting  ku nadula epavacum holiday break kedacha mattum dhan  ivaru katchi vela paaparu   idhu oru katchi nu mark vera podanuma,negative
Omma punda ipa ni taanda aludutu yen tweet ku la quote tweet panitu iruka     modala vatisu original collection    crores nu original number ah terinji vandu en pooluku vaii podu poda punda,negative
Omma ku punda iruka modala pottaiku tana poranda ni    clash la soothadichi vitadu patada ungala modala ambala madiri nadanduko eduku vijay madiri panra,negative
kumar   Unga amma koodhi kilicha vijay Kamal kita keka vendiya kelviya eduku yen kita kekuram mixed sprem    because ni enakum matum illa enaku vijay Kamal nu elarukum porandu iruka    apa unaku   appa va       poi enitu va po,negative
Dei dei mentalu   Again mental mari arambikatha da    unaku ipo peasa onum ila athanala penathikitu iruka   Athe than keten ipo madungaluku kanji thani veikuratha niruthi konudalama  Athuku ans panama katharitu iruka,negative
Padathaye Ott la vitutu yarra nee komali song ah Vida ivlo anathitu iruka,negative
kumar   My dear thevidiya paiya  paithiyakara koodhi ni tanda en comment section la kadaritu iruka     unaku already piles vandu adula raththam seel vandudu ootudu pola     unga  amma  va na ta potanu unaku teriyuma ilaya da gay punda,negative
Yov yov   Ne unmaiyave ipdi thana ila nadikuriya  Therula iruka    naiyayum vetukula vechi valaka mudiyathunuthan porapo varapo ethachum vangi podrathu   Domesticated animal na vetukula matum than vechi valakanuma  Saraku potrukiya,negative
Madan Enada sotta     mukitu iruka,negative
When Pandey gets up  Vandumurugan : IM SPEAKING.. NO CROSS SPEAKING... SITTT DOWNNN,Negative
Dialogue pundaiye puriyala. Otha theatre la nacham sound seri pannungada.,Negative
Poda mokka moonj unna pathale siriputhan varuthu super herovaam adutha mugamoodiii,Negative
dei kelthu kuthi ajith ivana yaru nadika sona,Negative
Yaaru ivanaa... INDHA Kosu Asoorana dei ennada Unga Rasana....,Negative
epdi like pottavan Eallarum seathupogada,Negative
Dai ranjit nee idha parthu film eduka kathuko,Negative
entha kannada naiyai ennum tamilnattil erunthu anupalaiya?,Negative
ivara pathta death vadi madiri irukku,Negative
When Pandey gets up Vandumurugan : IM SPEAKING.. NO CROSS SPEAKING... SITTT DOWNNN,Negative
En thalaivan vijaysethubathi kaga matume na padam papan matha entha p..... illa,Negative
En da.. trailer layae ivlo slow motion nah.. padathula paathi duration slow motion layae mudichirpeenga polayae,Negative
Rajini ah vida akshay mass ah irukane,Negative
Dialogue pundaiye puriyala. Otha theatre la nacham sound seri pannungada.,Negative
Poda mokka moonjI unna pathale siriputhan varuthu super herovaam adutha mugamoodiii,Negative
dei kelthu kuthi ajith ivanya yaru nadika sona??????,Negative
Yaaru ivanaa... INDHA Kosu Asoorana dei ennada Unga Rasana....,Negative
epdi like pottavan Eallarum seathupogada,Negative
Neenga enna vena kathukonga aana Hollywood padathukku dubbing mattum kathukathinga,Negative
3 minute trailor vida thil irukkaa....bollywood la panranga....tamila mudiyuma???????,Negative
entha kannada naiyai ennum tamilnattil erunthu anupalaiya?,Negative
ENPT ku kaathu kadanthathellam oru nimishathula poiruchu,Mixed_feelings
Sakthimaan fans like Sivakarthikeyen fans comment,Mixed_feelings
rajini and akshay fans hit like,Mixed_feelings
Padaiyatchi nu sonna mattum ungalukku jaathi veri nagi reddi settiyar mudaliar nu sonna adhu jaathi veri illaya,Mixed_feelings
U1 kaga paakuradha illa sk kaaga verukuradhane therila but mithran + u1 kaaga kandipa paakanum,Mixed_feelings
Oh my god .. it's rajini for you,Mixed_feelings
Love u thalaivaaaaaaa avangala aarani Anastasia's Alabama and Anastasia's,Mixed_feelings
En thalaivan vijaysethubathi kaga matume na padam papan matha entha p..... illa,Mixed_feelings